2025-05-29 01:53:47 - Episode 1, Reward: -193.00, Variance: 0.0000, Epsilon Home: 0.1996, Epsilon Away: 0.3493, Score: 44-20
2025-05-29 01:53:53 - Episode 2, Reward: -307.00, Variance: 3249.0000, Epsilon Home: 0.1992, Epsilon Away: 0.3486, Score: 41-15
2025-05-29 01:53:59 - Episode 3, Reward: -295.00, Variance: 2616.0000, Epsilon Home: 0.1988, Epsilon Away: 0.3479, Score: 48-25
2025-05-29 01:54:06 - Episode 4, Reward: -274.00, Variance: 1977.1875, Epsilon Home: 0.1984, Epsilon Away: 0.3472, Score: 76-9
2025-05-29 01:54:12 - Episode 5, Reward: -330.00, Variance: 2211.7600, Epsilon Home: 0.1980, Epsilon Away: 0.3465, Score: 69-17
2025-05-29 01:54:18 - Episode 6, Reward: -416.00, Variance: 4419.5833, Epsilon Home: 0.1976, Epsilon Away: 0.3458, Score: 19-42
2025-05-29 01:54:24 - Episode 7, Reward: -223.00, Variance: 4562.1224, Epsilon Home: 0.1972, Epsilon Away: 0.3451, Score: 78-12
2025-05-29 01:54:30 - Episode 8, Reward: -223.00, Variance: 4499.7344, Epsilon Home: 0.1968, Epsilon Away: 0.3444, Score: 76-14
2025-05-29 01:54:37 - Episode 9, Reward: -445.00, Variance: 6603.7778, Epsilon Home: 0.1964, Epsilon Away: 0.3438, Score: 41-16
2025-05-29 01:54:44 - Episode 10, Reward: -358.00, Variance: 6239.2400, Epsilon Home: 0.1960, Epsilon Away: 0.3431, Score: 53-21
2025-05-29 01:54:50 - Episode 11, Reward: -528.00, Variance: 9730.4298, Epsilon Home: 0.1956, Epsilon Away: 0.3424, Score: 10-36
2025-05-29 01:54:56 - Episode 12, Reward: -215.00, Variance: 9870.0208, Epsilon Home: 0.1953, Epsilon Away: 0.3417, Score: 46-23
2025-05-29 01:55:03 - Episode 13, Reward: -373.00, Variance: 9331.4793, Epsilon Home: 0.1949, Epsilon Away: 0.3410, Score: 54-13
2025-05-29 01:55:10 - Episode 14, Reward: -314.00, Variance: 8668.7143, Epsilon Home: 0.1945, Epsilon Away: 0.3403, Score: 62-13
2025-05-29 01:55:16 - Episode 15, Reward: -403.00, Variance: 8509.1822, Epsilon Home: 0.1941, Epsilon Away: 0.3396, Score: 38-17
2025-05-29 01:55:22 - Episode 16, Reward: -192.00, Variance: 9036.8086, Epsilon Home: 0.1937, Epsilon Away: 0.3390, Score: 98-13
2025-05-29 01:55:29 - Episode 17, Reward: -449.00, Variance: 9454.4152, Epsilon Home: 0.1933, Epsilon Away: 0.3383, Score: 64-2
2025-05-29 01:55:35 - Episode 18, Reward: -386.00, Variance: 9119.5432, Epsilon Home: 0.1929, Epsilon Away: 0.3376, Score: 67-5
2025-05-29 01:55:41 - Episode 19, Reward: -273.00, Variance: 8796.5540, Epsilon Home: 0.1925, Epsilon Away: 0.3369, Score: 95-0
2025-05-29 01:55:48 - Episode 20, Reward: -314.00, Variance: 8363.7475, Epsilon Home: 0.1922, Epsilon Away: 0.3363, Score: 77-4
2025-05-29 01:55:55 - Episode 21, Reward: -198.00, Variance: 8703.2971, Epsilon Home: 0.1918, Epsilon Away: 0.3356, Score: 86-6
2025-05-29 01:56:01 - Episode 22, Reward: -377.00, Variance: 8451.2645, Epsilon Home: 0.1914, Epsilon Away: 0.3349, Score: 49-18
2025-05-29 01:56:07 - Episode 23, Reward: -253.00, Variance: 8282.3403, Epsilon Home: 0.1910, Epsilon Away: 0.3342, Score: 82-16
2025-05-29 01:56:14 - Episode 24, Reward: -434.00, Variance: 8464.5260, Epsilon Home: 0.1906, Epsilon Away: 0.3336, Score: 57-7
2025-05-29 01:56:20 - Episode 25, Reward: -33.00, Variance: 11374.9024, Epsilon Home: 0.1902, Epsilon Away: 0.3329, Score: 65-52
2025-05-29 01:56:26 - Episode 26, Reward: -361.00, Variance: 11025.3328, Epsilon Home: 0.1899, Epsilon Away: 0.3322, Score: 50-10
2025-05-29 01:56:32 - Episode 27, Reward: -270.00, Variance: 10686.3978, Epsilon Home: 0.1895, Epsilon Away: 0.3316, Score: 62-23
2025-05-29 01:56:38 - Episode 28, Reward: 24.00, Variance: 14203.8916, Epsilon Home: 0.1891, Epsilon Away: 0.3309, Score: 88-52
2025-05-29 01:56:44 - Episode 29, Reward: -191.00, Variance: 14113.0416, Epsilon Home: 0.1887, Epsilon Away: 0.3303, Score: 59-42
2025-05-29 01:56:50 - Episode 30, Reward: -257.00, Variance: 13693.3656, Epsilon Home: 0.1883, Epsilon Away: 0.3296, Score: 66-17
2025-05-29 01:56:56 - Episode 31, Reward: -295.00, Variance: 13332.5122, Epsilon Home: 0.1880, Epsilon Away: 0.3289, Score: 69-7
2025-05-29 01:57:02 - Episode 32, Reward: -326.00, Variance: 13354.5733, Epsilon Home: 0.1876, Epsilon Away: 0.3283, Score: 65-28
2025-05-29 01:57:08 - Episode 33, Reward: -184.00, Variance: 13784.1433, Epsilon Home: 0.1872, Epsilon Away: 0.3276, Score: 94-8
2025-05-29 01:57:15 - Episode 34, Reward: -341.00, Variance: 13831.8622, Epsilon Home: 0.1868, Epsilon Away: 0.3270, Score: 69-16
2025-05-29 01:57:21 - Episode 35, Reward: -124.00, Variance: 14758.8622, Epsilon Home: 0.1865, Epsilon Away: 0.3263, Score: 69-49
2025-05-29 01:57:27 - Episode 36, Reward: -360.00, Variance: 14393.4933, Epsilon Home: 0.1861, Epsilon Away: 0.3257, Score: 66-19
2025-05-29 01:57:34 - Episode 37, Reward: -285.00, Variance: 14243.7289, Epsilon Home: 0.1857, Epsilon Away: 0.3250, Score: 89-9
2025-05-29 01:57:40 - Episode 38, Reward: -177.00, Variance: 14521.2622, Epsilon Home: 0.1853, Epsilon Away: 0.3244, Score: 119-0
2025-05-29 01:57:46 - Episode 39, Reward: -338.00, Variance: 13782.6056, Epsilon Home: 0.1850, Epsilon Away: 0.3237, Score: 66-30
2025-05-29 01:57:52 - Episode 40, Reward: -364.00, Variance: 13812.4989, Epsilon Home: 0.1846, Epsilon Away: 0.3231, Score: 84-15
