2025-05-26 21:12:19 - Episode 162/20000, Reward: -205.00, Epsilon Home: 0.0666, Epsilon Away: 0.1554, Score: 6-7
2025-05-26 21:12:25 - Episode 163/20000, Reward: -231.00, Epsilon Home: 0.0663, Epsilon Away: 0.1546, Score: 27-12
2025-05-26 21:12:32 - Episode 164/20000, Reward: -330.00, Epsilon Home: 0.0659, Epsilon Away: 0.1538, Score: 21-12
2025-05-26 21:12:38 - Episode 165/20000, Reward: -256.00, Epsilon Home: 0.0656, Epsilon Away: 0.1531, Score: 23-0
2025-05-26 21:12:44 - Episode 166/20000, Reward: -285.00, Epsilon Home: 0.0653, Epsilon Away: 0.1523, Score: 29-12
2025-05-26 21:12:51 - Episode 167/20000, Reward: -337.00, Epsilon Home: 0.0649, Epsilon Away: 0.1515, Score: 21-19
2025-05-26 21:12:57 - Episode 168/20000, Reward: -340.00, Epsilon Home: 0.0646, Epsilon Away: 0.1508, Score: 30-10
2025-05-26 21:13:03 - Episode 169/20000, Reward: -296.00, Epsilon Home: 0.0643, Epsilon Away: 0.1500, Score: 23-12
2025-05-26 21:13:09 - Episode 170/20000, Reward: -308.00, Epsilon Home: 0.0640, Epsilon Away: 0.1493, Score: 21-15
2025-05-26 21:13:16 - Episode 171/20000, Reward: -310.00, Epsilon Home: 0.0637, Epsilon Away: 0.1485, Score: 30-10
2025-05-26 21:13:22 - Episode 172/20000, Reward: -354.00, Epsilon Home: 0.0633, Epsilon Away: 0.1478, Score: 19-16
2025-05-26 21:13:28 - Episode 173/20000, Reward: -294.00, Epsilon Home: 0.0630, Epsilon Away: 0.1470, Score: 6-7
2025-05-26 21:13:35 - Episode 174/20000, Reward: -241.00, Epsilon Home: 0.0627, Epsilon Away: 0.1463, Score: 20-5
2025-05-26 21:13:41 - Episode 175/20000, Reward: -270.00, Epsilon Home: 0.0624, Epsilon Away: 0.1456, Score: 8-11
2025-05-26 21:13:47 - Episode 176/20000, Reward: -324.00, Epsilon Home: 0.0621, Epsilon Away: 0.1449, Score: 29-9
2025-05-26 21:13:54 - Episode 177/20000, Reward: -263.00, Epsilon Home: 0.0618, Epsilon Away: 0.1441, Score: 16-10
2025-05-26 21:14:00 - Episode 178/20000, Reward: -202.00, Epsilon Home: 0.0615, Epsilon Away: 0.1434, Score: 15-8
2025-05-26 21:14:07 - Episode 179/20000, Reward: -235.00, Epsilon Home: 0.0612, Epsilon Away: 0.1427, Score: 13-5
2025-05-26 21:14:13 - Episode 180/20000, Reward: -308.00, Epsilon Home: 0.0608, Epsilon Away: 0.1420, Score: 15-9
2025-05-26 21:14:19 - Episode 181/20000, Reward: -227.00, Epsilon Home: 0.0605, Epsilon Away: 0.1413, Score: 16-0
2025-05-26 21:14:26 - Episode 182/20000, Reward: -237.00, Epsilon Home: 0.0602, Epsilon Away: 0.1406, Score: 21-10
2025-05-26 21:14:32 - Episode 183/20000, Reward: -302.00, Epsilon Home: 0.0599, Epsilon Away: 0.1399, Score: 29-6
2025-05-26 21:14:39 - Episode 184/20000, Reward: -271.00, Epsilon Home: 0.0596, Epsilon Away: 0.1392, Score: 25-11
